5.5.2.2.,"Traceability data (that allow tracing from donor to recipient and vice versa) must be retained for a minimum of 30 years (Directive 2002/98, Article"
5.5.2.3.,Documentation regarding investigations into serious adverse events and serious adverse reactions should be retained for a minimum of 15 years.
5.5.2.4.,Quality system documentation and associated records should be retained for a minimum of 10 years.
5.5.2.5.,"For other types of documentation, the retention period should be defined on the basis of the business activity that the documentation supports. These retention periods should be specified."
5.6.2.5.,the maximum period of storage before re-examination.
5.9.1.1.3.,the date of receipt;
6.1.11.,"Records should be kept for each activity associated with the selection of the donor. The record should reflect the decision to accept the donor by taking into consideration the medical history, history of deferral, donor interview and results of the physical examination. Rejection of a donor and the reason for deferral should be recorded. A system should be in place to ensure that the donor is prevented from making future donations during a permanent or temporary deferral period."
6.2.8.7.,The expiry date of the disinfectant should be checked. The date of manufacture and the date of opening of in-house disinfectants should be stated on their labels.
6.2.12.,"Blood and blood components should be placed in controlled and validated conditions as soon as possible after venepuncture. Donations and samples should be transported to the processing site in accordance with procedures that ensure a constant approved temperature and secure confinement. There should be validation data to demonstrate that the method of transport maintains the blood within the specified temperature range throughout the period of transportation. Alternatively, portable temperature loggers may be used to record the temperature during transportation of blood to the processing site."
7.2.,"Procedures for storage and distribution must be validated to ensure the quality of blood and blood components during the entire storage period, and to exclude mix-ups of blood components. All transportation and storage actions, including receipt and distribution, must be defined by written procedures and specifications (Directive 2005/62/EC, Annex"
7.4.,There should be a system to ensure stock rotation involving regular and frequent checks that the system is operating correctly. Blood and blood components beyond their expiry date or shelf-life should be separated from usable stock. 98 Good Practice Guidelines
7.8.,"Records should be kept of the distribution of blood components between blood establishments, between blood establishments and hospital blood banks and between hospital blood banks. These records should show the date of supply, unique component identifier and name of the blood component, the quantity received or supplied and the name and address of the supplier or consignee."
2.2.2.1.,"The age limits for donation are a minimum of 18 years and maximum of 65 years (Directive 2004/33/EC, Annex III)."
2.2.2.3.,"Donation by first time donors above the age of 60 years is at the discretion of the physician in the blood establishment (Directive 2004/33/EC, Annex III)."
2.2.2.4.,"Donation by donors over 65 years is with permission of the physician in the blood establishment, given annually (Directive 2004/33/EC, Annex III). This can be given either individually to each donor, or based on a medical risk assessment for a given donor population. There is evidence that donation under the age of 18 should not be recommended because of donor safety concerns. There is evidence to support increasing the general upper age limit to 70 years, and for first-time donors to 65 years. 123 Guide to the preparation, use and quality assurance of blood components Exceptions to upper age requirements for individual donor permission can be considered if a risk assessment demonstrates that the predicted donor adverse event rate for the given older donor cohort is considered acceptable. Where donation is allowed for healthy individuals over the given upper age of 70 years or for first-time donors after the age 65 years, national donor adverse event data, life expectancy and public health data should be utilised to set a national upper age limit policy. Upper age limits for either firsttime or returning donors may be reduced where national data and other public health information indicates a lower age limit is more appropriate."
2.2.4.,"Iron stores There is increasing awareness of the risk of iron deficiency following regular whole blood donation. This is particularly apparent in female donors of childbearing years, in frequent whole blood donors, in donors with insufficient absorption of iron (e.g. coeliac disease, bariatric surgery) and in donors with inadequate dietary iron intake who may present as a first-time donor with low or borderline iron stores. Each whole blood donation results in the loss of 200 to 250 mg of iron. Replenishment of this may take up to 6 months based on a normal healthy diet. Iron deficiency may occur despite a normal pre-donation haemoglobin measurement. Monitoring and evaluation of haemoglobin levels or other parameters from previous donations, e.g. mean corpuscular volume (MCV) could indicate the development of iron deficiency. Standard"
2.3.1.,"General remarks Donors with hazardous occupations or hobbies should be advised to wait for an interval of not less than 12 hours between donation and returning to the occupation or hobby. Examples of such hazardous occupations or hobbies include piloting, bus or train driving, crane operation, climbing of ladders or scaffolding, gliding, climbing and diving. Donors presenting with a medical condition or under medical treatment should be assessed to determine their eligibility. Reasons for donor deferral may include non-infectious medical conditions, infectious diseases and medical or surgical treatments. Standard"
2.3.2.3.,"Donors who have had a recent episode of anaphylaxis or severe allergic reaction should be deferred for 2 weeks after recovery (Evidence level C, E). Donors with severe, widespread atopic eczema should be temporarily deferred until cessation of the symptoms (Evidence level C, E). Donors requiring oral corticosteroids or other immunosuppressive medical treatment should be deferred temporarily until such treatment has stopped. Some treatments will also require a period of deferral post-cessation (Evidence level C, E). Donors with any known allergy to agents used in blood collection (skin disinfection agents, other material used in the collection process) should be deferred unless there is alternative material available (Evidence level E). Based on current evidence, the major cause of anaphylaxis in a recipient is their own atopic condition and not transfusion-associated issues. Therefore, excluding donors based on their history of severe allergic/anaphylactic reactions is not an effective risk-reduction strategy and may cause an unacceptable loss of donors. However, some case studies suggest that blood components with a higher volume of plasma from donors with recurrent severe allergic/ anaphylactic reactions may carry a higher risk of anaphylaxis for the recipient. Therefore, consideration may be given to permanently deferring such donors from donating blood components with a high plasma volume, such as fresh frozen plasma (FFP) for clinical use and platelets in plasma (Evidence level E). 128 Chapter 2 Donor selection Autoimmune disease A person requiring systemic immune-modulatory therapy should be deferred until such treatment has stopped. Asymptomatic donors without severe complications can be accepted. Blood pressure and pulse Measurement of blood pressure or pulse is not required for determination of donor eligibility. Systematic measurement of blood pressure or pulse is not required for determination of donor eligibility. Subject to national policy and definition of accepted values, specific cases may benefit from these measurements (e.g. donors on antihypertensive treatment, new donors, donors over 60 years of age). Cancer/malignant diseases Standard"
2.3.2.4.,"Individuals with a malignant disease are permanently deferred, except donors with in situ carcinoma with complete recovery (Directive 2004/33/EC, Annex III). There is evidence to support the acceptance of donors with a history of cancer. Large observational studies have provided convincing evidence that the risk of transmitting cancer via blood transfusions is undetectable or not significant (Evidence level C). Therefore, the responsible physician may make exceptions other than in situ carcinoma if the donor has fully recovered with no expectation of recurrence (i.e. cured). The following conditions apply: • For cancers with negligible metastatic potential (e.g. basal cell carcinoma), the donor may be accepted following complete recovery. • For other cancers, at least 5 years should have elapsed since completion of treatment (Evidence level C, D, E). • No deferral is required for premalignant conditions. 129 Guide to the preparation, use and quality assurance of blood components Cardiovascular disease Standards"
2.3.2.8.,"Donors with repeated episodes of syncope or a history of convulsions must be deferred until 3 years off treatment and free of attacks (Directive 2004/33/EC, Annex III). 130 Chapter 2 Donor selection Kidney disease Standard"
2.3.2.9.,"Following acute glomerulonephritis donors should be deferred for 12 months after full recovery (feeling well, no treatment and discharged from specialist care). Pregnancy Standard"
2.3.2.10.,"Pregnant donors must be deferred 6 months after delivery or termination. The responsible physician may make exceptions under exceptional circumstances (Directive 2004/33/EC, Annex III). Respiratory disease Standard"
2.3.2.12.,"Donors suffering from rheumatic fever must be deferred for 2 years following the last attack or permanently if any evidence of chronic heart disease (Directive 2004/33/EC, Annex III). Thalassaemia Donors with thalassaemia should be deferred permanently if they are not in good health or if the haemoglobin levels are below acceptable values. Individuals with thalassaemia trait may give whole blood provided they are in good health and have a haemoglobin level within acceptable values. 131 Guide to the preparation, use and quality assurance of blood components"
